model,run,seed,clustering,transitivity,triangles,edges,max_degree,components,edges_lost,hub_degree
swapped,137,1191784108,0.16118053510491123,0.11791390728476821,1187,1421,106,1,0,106
swapped,138,1969833973,0.1682754964101524,0.12625827814569537,1271,1421,106,2,0,106
swapped,139,152597098,0.14273288323307806,0.11394039735099337,1147,1421,106,1,0,106
swapped,140,3235098958,0.15920213449561046,0.12268211920529801,1235,1421,106,1,0,106
swapped,141,2373316194,0.14420069490419357,0.11513245033112583,1159,1421,106,1,0,106
swapped,142,1524585667,0.15489209638990303,0.11701986754966888,1178,1421,106,1,0,106
swapped,143,1290584368,0.1615448527733326,0.11701986754966888,1178,1421,106,1,0,106
swapped,144,2365030668,0.16610276536053792,0.12387417218543047,1247,1421,106,1,0,106
swapped,145,1009175937,0.17096247133933104,0.12337748344370861,1242,1421,106,1,0,106
swapped,146,1265255371,0.1625877137418552,0.11831125827814569,1191,1421,106,1,0,106
swapped,147,3256913806,0.15193860845378324,0.13380794701986756,1347,1421,106,1,0,106
swapped,148,2211060128,0.15364267577893428,0.11245033112582782,1132,1421,106,1,0,106
swapped,149,2600138986,0.17069651709314537,0.12298013245033113,1238,1421,106,1,0,106
swapped,150,3392547966,0.16216017673433822,0.11493377483443709,1157,1421,106,1,0,106
swapped,151,887413776,0.15040245475818587,0.12099337748344371,1218,1421,106,1,0,106
swapped,152,2361126099,0.152022867716377,0.11890728476821193,1197,1421,106,1,0,106
swapped,153,1916404279,0.13902561424207976,0.12099337748344371,1218,1421,106,1,0,106
swapped,154,4076561814,0.1624238279159364,0.11513245033112583,1159,1421,106,2,0,106
swapped,155,440434809,0.15858950413164308,0.11801324503311258,1188,1421,106,1,0,106
swapped,156,1971366001,0.1441729557110126,0.12596026490066226,1268,1421,106,1,0,106
swapped,157,3446702461,0.16246424462628056,0.12079470198675497,1216,1421,106,1,0,106
swapped,158,2149829940,0.1624366232141683,0.1152317880794702,1160,1421,106,1,0,106
swapped,159,4204046355,0.14740065871873392,0.11324503311258279,1140,1421,106,1,0,106
swapped,160,3576869258,0.16290858183856852,0.11513245033112583,1159,1421,106,1,0,106
swapped,161,3823440063,0.15818584300454835,0.11960264900662251,1204,1421,106,1,0,106
swapped,162,881650463,0.16339451652922862,0.12188741721854304,1227,1421,106,1,0,106
swapped,163,284118369,0.14251575846645526,0.11533112582781457,1161,1421,106,1,0,106
swapped,164,4192568971,0.1630602810564902,0.11562913907284768,1164,1421,106,1,0,106
swapped,165,317970475,0.15095364309176573,0.1097682119205298,1105,1421,106,1,0,106
swapped,166,1571512086,0.14883160337640472,0.12009933774834437,1209,1421,106,1,0,106
swapped,167,1158695735,0.1493831073547589,0.1230794701986755,1239,1421,106,1,0,106
swapped,168,2370360436,0.1589750592008525,0.11483443708609271,1156,1421,106,1,0,106
swapped,169,3738341351,0.16591960271544226,0.11900662251655629,1198,1421,106,1,0,106
swapped,170,2920539707,0.1383192324405338,0.11612582781456954,1169,1421,106,1,0,106
swapped,171,2716942533,0.14297362320363524,0.10827814569536424,1090,1421,106,1,0,106
swapped,172,3265853409,0.16434346797993402,0.11672185430463576,1175,1421,106,1,0,106
swapped,173,110993984,0.1458822902796568,0.11513245033112583,1159,1421,106,1,0,106
swapped,174,10521121,0.1852601125274939,0.11890728476821193,1197,1421,106,1,0,106
swapped,175,1846239085,0.16451297795912853,0.1169205298013245,1177,1421,106,1,0,106
swapped,176,3833292971,0.1490273361949234,0.1152317880794702,1160,1421,106,1,0,106
swapped,177,1173600002,0.15043049516388843,0.11533112582781457,1161,1421,106,1,0,106
swapped,178,3939614692,0.15636719568672183,0.1258609271523179,1267,1421,106,1,0,106
swapped,179,550496810,0.14580939937224066,0.11831125827814569,1191,1421,106,1,0,106
swapped,180,606734591,0.16178519013780313,0.11672185430463576,1175,1421,106,1,0,106
swapped,181,567434303,0.15341671114694624,0.11533112582781457,1161,1421,106,1,0,106
swapped,182,2178771149,0.14956542938174833,0.12009933774834437,1209,1421,106,1,0,106
swapped,183,1809596286,0.14374464030638615,0.11314569536423841,1139,1421,106,1,0,106
swapped,184,3421322127,0.15518190602742604,0.1152317880794702,1160,1421,106,1,0,106
swapped,185,3369020520,0.15829182938117534,0.1128476821192053,1136,1421,106,1,0,106
swapped,186,3586854676,0.15622618995187693,0.1128476821192053,1136,1421,106,1,0,106
swapped,187,527341934,0.1618817171219483,0.12407284768211921,1249,1421,106,1,0,106
swapped,188,3867885249,0.1450314287679974,0.11225165562913907,1130,1421,106,1,0,106
swapped,189,2237921828,0.17171489308638768,0.1258609271523179,1267,1421,106,1,0,106
swapped,190,989358255,0.17826752833052123,0.11394039735099337,1147,1421,106,2,0,106
swapped,191,2845046692,0.15511133072608257,0.11831125827814569,1191,1421,106,1,0,106
swapped,192,3910305182,0.1616752246214005,0.12019867549668874,1210,1421,106,1,0,106
swapped,193,357671725,0.16231468143339606,0.12079470198675497,1216,1421,106,1,0,106
swapped,194,1069599000,0.15459545921976628,0.1291390728476821,1300,1421,106,1,0,106
swapped,195,3475595723,0.149584621451424,0.12188741721854304,1227,1421,106,1,0,106
swapped,196,3990747148,0.14794489230367133,0.11652317880794702,1173,1421,106,1,0,106
swapped,197,3312691842,0.1497635952189387,0.11513245033112583,1159,1421,106,1,0,106
swapped,198,4235697458,0.15672277425872144,0.11652317880794702,1173,1421,106,1,0,106
swapped,199,3934598309,0.1517498148303855,0.1104635761589404,1112,1421,106,1,0,106
swapped,200,2195504920,0.1477311934763941,0.11612582781456954,1169,1421,106,1,0,106
configuration,1,3278571010,0.11223951812135761,0.10102318352545007,780,1317,77,1,104,77
configuration,2,2047461253,0.12048291905964827,0.10254106776180698,799,1322,81,1,99,81
configuration,3,4070419299,0.1015535267726356,0.09853349531412704,757,1326,76,1,95,76
configuration,4,973527556,0.115872622347336,0.09626512361914781,732,1316,72,1,105,72
configuration,5,4246097809,0.10815744126125991,0.10223991600314988,779,1320,81,1,101,81
configuration,6,1960868409,0.10588004904503635,0.10715241237848926,801,1316,73,1,105,73
configuration,7,3000636665,0.12995317152316396,0.10139140457763873,821,1332,86,1,89,86
configuration,8,1213570994,0.12410994071279768,0.09741471215351813,731,1314,79,2,107,79
configuration,9,1335641675,0.10403499865599167,0.09789304526381573,731,1308,76,1,113,76
configuration,10,2956356624,0.11204862805217142,0.1018296853625171,794,1325,82,1,96,82
configuration,11,788638624,0.1158777148902443,0.09732161988429398,757,1322,78,1,99,78
configuration,12,466901905,0.1003071106383216,0.10092190408651715,759,1314,80,1,107,80
configuration,13,1106387067,0.11499956823065463,0.10850401866735805,837,1322,75,1,99,75
configuration,14,2328870233,0.0989262398095369,0.09077177248052867,641,1298,67,1,123,67
configuration,15,3730331552,0.09474864782761477,0.10563749018238938,807,1324,75,1,97,75
configuration,16,3546908708,0.10099448091269543,0.09873986605569263,747,1313,81,1,108,81
configuration,17,2132289144,0.10880352735174323,0.1056605479699792,779,1307,78,1,114,78
configuration,18,3424323642,0.12059547947451771,0.10262286732874969,806,1326,81,1,95,81
configuration,19,1038079740,0.12406032393742515,0.1040954095409541,771,1307,72,1,114,72
configuration,20,2152497462,0.11016533839430993,0.11011071382415026,852,1324,81,1,97,81
configuration,21,3590236659,0.11059912318771659,0.10826745276698378,808,1312,74,1,109,74
configuration,22,1689163739,0.1260755368835028,0.09758892757967118,738,1314,79,1,107,79
configuration,23,3834260349,0.11592393944512405,0.11108727366343431,863,1323,79,1,98,79
configuration,24,1607824973,0.11066387156380597,0.09607344511012457,743,1322,81,1,99,81
configuration,25,2977643373,0.10931649355576274,0.1106233538191396,840,1318,74,1,103,74
configuration,26,3302310367,0.1008438763348651,0.09927856644170352,711,1293,72,1,128,72
configuration,27,1756535478,0.11232154360563859,0.10201239780792382,757,1305,77,1,116,77
configuration,28,2958197413,0.09627538311920962,0.0989888238424694,744,1311,77,1,110,77
configuration,29,27943631,0.11665803826039917,0.10387469084913438,798,1319,80,1,102,80
configuration,30,642006568,0.10848443452847943,0.10126582278481013,760,1316,74,1,105,74
configuration,31,110086574,0.1185202011840226,0.1123038066029226,830,1309,73,1,112,73
configuration,32,179949561,0.1158846150028134,0.10574921956295526,813,1320,82,1,101,82
configuration,33,1046814345,0.10731308823739753,0.10483977317684294,795,1318,74,1,103,74
configuration,34,3675728407,0.11877012350749554,0.11015928255922902,823,1306,76,1,115,76
configuration,35,2868020145,0.10256591339543764,0.1056338028169014,810,1316,79,1,105,79
configuration,36,1577372333,0.11732978345218606,0.09416011892121469,739,1328,84,1,93,84
configuration,37,728501191,0.10843619024731868,0.10107434464976364,784,1326,77,1,95,77
configuration,38,1697279514,0.11447538672715368,0.10515951161874754,801,1318,72,1,103,72
configuration,39,605376822,0.1138686176752189,0.10011213276519398,744,1314,72,1,107,72
configuration,40,379150535,0.0994412329463525,0.11037898553929155,832,1311,76,1,110,76
configuration,41,4231832932,0.1088684512307743,0.10436733078242512,791,1322,78,1,99,78
configuration,42,3702119880,0.10919993477335009,0.10055721135156148,776,1324,78,1,97,78
configuration,43,344911004,0.10489848518225517,0.09936785590578455,765,1317,83,1,104,83
configuration,44,1535168691,0.10602437325461071,0.10281127908951929,807,1334,79,1,87,79
configuration,45,1497574387,0.12246477484637693,0.11018342273749784,849,1322,78,1,99,78
configuration,46,451464771,0.12247704368899825,0.10000446847490951,746,1306,75,1,115,75
configuration,47,909825891,0.11446683718761397,0.1059820412292905,838,1336,77,2,85,77
configuration,48,474953500,0.11097992420003228,0.09993024066968957,764,1316,79,1,105,79
configuration,49,3506812788,0.10752998607587279,0.10216076058772688,788,1324,80,2,97,80
configuration,50,3443363468,0.10567290374072141,0.09512855209742896,703,1307,75,1,114,75
configuration,51,422368311,0.10265958441320135,0.10271515258891792,773,1317,75,1,104,75
configuration,52,1034060375,0.1086335051965658,0.10569212567372158,804,1320,74,1,101,74
configuration,53,1569295669,0.12179024282929166,0.10001743223219733,765,1322,78,1,99,78
configuration,54,3395857155,0.1095607790148833,0.10360258554445599,764,1310,72,1,111,72
configuration,55,1920774886,0.10687946376142964,0.10718925941966219,825,1318,79,1,103,79
configuration,56,914651166,0.10195413583391985,0.10820145142957069,825,1319,75,1,102,75
configuration,57,1493092974,0.10100800086748052,0.10217710698544143,765,1322,72,1,99,72
configuration,58,859119084,0.09372103140538209,0.10673339399454049,782,1300,73,1,121,73
configuration,59,490536517,0.10634486195176071,0.10140697826371041,776,1326,70,1,95,70
configuration,60,2797480067,0.11227311082603786,0.09846350832266325,769,1321,82,1,100,82
configuration,61,1185273106,0.12100421186723057,0.11007518796992481,854,1329,77,1,92,77
configuration,62,891518840,0.10509971211710319,0.09917789050201155,756,1327,69,1,94,69
configuration,63,382425577,0.11157910219451102,0.0999775734469612,743,1304,74,1,117,74
configuration,64,3978641347,0.11024014149198982,0.10443404730222776,811,1313,84,1,108,84
configuration,65,1062686828,0.10614072458047409,0.10511780443600587,812,1319,84,1,102,84
configuration,66,2508793384,0.11685821937337296,0.10522761042820478,779,1307,72,1,114,72
configuration,67,613201831,0.1118501413433215,0.10709710479118627,836,1327,78,1,94,78
configuration,68,217323298,0.09966741285565228,0.09852922035663153,757,1319,75,1,102,75
configuration,69,165352770,0.1216624575615864,0.10472364593433994,756,1298,76,1,123,76
configuration,70,1630563160,0.1246953887086835,0.10894211917142614,852,1331,78,1,90,78
configuration,71,1853372872,0.11982413822382644,0.11334847558312222,865,1319,79,1,102,79
configuration,72,2949345015,0.10692499047875542,0.09922050469018365,751,1321,75,1,100,75
configuration,73,768432493,0.11014443023530532,0.09763813651137594,751,1320,77,1,101,77
configuration,74,477175315,0.11824763323382369,0.1006191260968331,753,1314,78,1,107,78
configuration,75,1073896457,0.11267036875559304,0.10021955314477593,776,1326,78,1,95,78
configuration,76,3929806498,0.11132500887184296,0.11140309309438677,862,1329,77,1,92,77
configuration,77,3481924998,0.12192134327666052,0.10348005441699215,786,1315,73,1,106,73
configuration,78,4058988879,0.11671336793796692,0.10116172823391202,775,1319,80,1,102,80
configuration,79,2184017157,0.1099396758586288,0.10299411713056458,782,1320,75,1,101,75
configuration,80,210810992,0.11107366498679491,0.1053312513941557,787,1317,70,1,104,70
configuration,81,4288632523,0.10071862013294386,0.10292334635592079,764,1311,78,1,110,78
configuration,82,2788444091,0.09584685737954973,0.10887465690759378,833,1316,76,1,105,76
configuration,83,949028482,0.11029665034185321,0.10581275489624882,787,1310,73,1,111,73
configuration,84,3056840430,0.10298829296898045,0.1028866867729427,796,1321,78,1,100,78
configuration,85,483310686,0.11490217337577362,0.10311604895408384,792,1318,77,1,103,77
configuration,86,3848033934,0.11267790261195432,0.1042040157762639,775,1313,72,1,108,72
configuration,87,3247478957,0.11402026514352295,0.10086641665589034,780,1316,79,1,105,79
configuration,88,1514405730,0.10564677937113685,0.10986133173056283,853,1326,79,1,95,79
configuration,89,3015310623,0.09571758109528739,0.10078569493362233,744,1305,72,2,116,72
configuration,90,1209412561,0.10464195230766098,0.10390452717602802,801,1324,77,1,97,77
configuration,91,1673635817,0.11983028715198771,0.10790902041871285,835,1319,84,1,102,84
configuration,92,1245725017,0.12470560177229033,0.10613420453079998,823,1322,82,1,99,82
configuration,93,976087356,0.11608178835881208,0.11010631258546914,832,1313,75,1,108,75
configuration,94,1756837260,0.10254235026417656,0.09909641121813997,775,1333,77,1,88,77
configuration,95,29623716,0.11883582692443934,0.09612097304404997,731,1313,80,1,108,80
configuration,96,3966851841,0.10475306568006361,0.10366562360303978,773,1313,72,1,108,72
configuration,97,1357436511,0.12300844740317993,0.11262135922330097,870,1321,80,1,100,80
configuration,98,4155084067,0.1205134550976227,0.09539207760711399,708,1309,76,1,112,76
configuration,99,2095158534,0.10692997581728166,0.10124310601418192,771,1318,67,1,103,67
configuration,100,185806904,0.10270652957745913,0.0930387328630374,699,1310,71,1,111,71
configuration,101,2721254298,0.1122195590507821,0.1094937802349689,845,1320,79,1,101,79
configuration,102,2533970806,0.10592728380370453,0.0982521186440678,742,1312,79,1,109,79
configuration,103,1372692457,0.10771308116859732,0.10814089510853082,832,1322,77,1,99,77
configuration,104,2480103172,0.09506156739515435,0.09834112768022589,743,1315,76,1,106,76
configuration,105,72803971,0.12574192865604406,0.11297798377752027,845,1306,76,1,115,76
configuration,106,4236112087,0.12252695050456516,0.09790120296902995,765,1329,79,1,92,79
configuration,107,2824721022,0.11243557321953394,0.10580445817700287,799,1315,73,1,106,73
configuration,108,325061257,0.11457741421977012,0.09242430958819096,695,1303,78,1,118,78
configuration,109,176437728,0.10221341550122058,0.09367170826760694,673,1299,72,1,122,72
configuration,110,1124855857,0.10895454769162144,0.10155765996990884,765,1314,79,1,107,79
configuration,111,2839337272,0.11559567086985353,0.10517722878625134,816,1325,76,1,96,76
configuration,112,919364918,0.11186283669748508,0.1006267102127284,760,1304,77,1,117,77
configuration,113,2800262072,0.10693246383044767,0.10550598476605005,808,1317,79,1,104,79
configuration,114,1018978585,0.1094707984745285,0.09923868037932417,743,1311,78,1,110,78
configuration,115,3303364472,0.1056076524266702,0.10380213129851336,789,1314,76,1,107,76
configuration,116,1480675903,0.10598961605495431,0.1085413929040736,826,1313,79,1,108,79
configuration,117,1304511431,0.12623899163746727,0.10438650039243046,798,1320,83,1,101,83
configuration,118,4134667450,0.11146390112942793,0.10194799622414828,792,1324,81,1,97,81
configuration,119,3811708359,0.10103003207984038,0.10778683050621077,807,1313,70,1,108,70
configuration,120,1100295831,0.11381333112006184,0.10547402538939407,781,1309,72,1,112,72
configuration,121,4035908081,0.1037215751301705,0.10824124617228066,813,1306,79,1,115,79
configuration,122,1407643552,0.11386757574001101,0.10179535577893858,773,1314,77,1,107,77
configuration,123,3414770811,0.11403589300749471,0.09720384204909285,759,1334,75,1,87,75
configuration,124,3111522368,0.10693946243407118,0.09999545888015984,734,1307,75,1,114,75
configuration,125,1758346070,0.09961761287860015,0.10384005636779989,786,1317,79,1,104,79
configuration,126,2632542451,0.1090085622052181,0.10507246376811594,812,1324,83,1,97,83
configuration,127,1928690745,0.10961222594178335,0.10494902849176614,803,1326,79,1,95,79
configuration,128,849223027,0.10796051059086688,0.10573353499243779,769,1300,72,1,121,72
configuration,129,3093308435,0.10283338631514703,0.09752650176678446,736,1321,74,1,100,74
configuration,130,503022988,0.12216406217295961,0.09971412723471434,779,1328,77,1,93,77
configuration,131,2443936039,0.11287052053533946,0.11037203541446855,802,1308,69,1,113,69
configuration,132,3830550447,0.11608976878929148,0.10760840649108805,809,1315,74,1,106,74
configuration,133,303947187,0.09673629870849625,0.10683616770500085,846,1330,81,1,91,81
configuration,134,2837892193,0.11067470108691314,0.1055077217438841,772,1304,77,1,117,77
configuration,135,3983617612,0.09589892339223059,0.09618890914750745,721,1319,71,1,102,71
configuration,136,2249185347,0.0968094443664642,0.1024764048835397,789,1327,74,1,94,74
configuration,137,2814207490,0.11464687800476027,0.11185034777724975,863,1327,75,1,94,75
configuration,138,2575822767,0.11192283708407602,0.10607866507747318,801,1320,77,1,101,77
configuration,139,1175962295,0.105296186974662,0.10582562231200313,812,1330,74,1,91,74
configuration,140,3726653260,0.11807359222429753,0.10542490646712988,789,1306,75,1,115,75
configuration,141,2599877109,0.11719445498900263,0.10505068234674624,798,1319,73,1,102,73
configuration,142,2452037649,0.11521571876412533,0.10145310435931308,768,1315,77,1,106,77
configuration,143,2921726868,0.1117290895923217,0.11035830618892509,847,1317,81,1,104,81
configuration,144,2255565020,0.0994102126991839,0.11233183856502242,835,1310,77,1,111,77
configuration,145,4061658664,0.1047398667292821,0.10536406815111769,806,1317,78,1,104,78
configuration,146,923303921,0.11403653075886672,0.0951504796950979,724,1324,75,1,97,75
configuration,147,1516732564,0.10337088161783038,0.10536858974358974,789,1319,72,1,102,72
configuration,148,3508309327,0.11314188830459503,0.10545911078401662,812,1320,80,1,101,80
configuration,149,567841176,0.10719529860003447,0.10012652153047424,765,1310,80,1,111,80
configuration,150,4260309236,0.11962599778166635,0.1045255849832862,813,1327,80,1,94,80
configuration,151,1791505387,0.10485876425091281,0.09931679581824017,722,1304,75,1,117,75
configuration,152,2984800289,0.11873803182916147,0.10266707407569077,784,1319,78,1,102,78
configuration,153,1836709529,0.10928368395015345,0.10478551507370844,789,1314,75,1,107,75
configuration,154,761356940,0.11607161201166366,0.11290595399188091,890,1329,81,1,92,81
configuration,155,2070220400,0.11461201175555184,0.10875531161473088,819,1316,76,1,105,76
configuration,156,1602721535,0.1138964802500802,0.10094427450458837,759,1310,79,1,111,79
configuration,157,3713097849,0.10903746101709368,0.1026500286608757,776,1319,76,1,102,76
configuration,158,4063459383,0.09796911558281195,0.1014672636198413,763,1313,81,1,108,81
configuration,159,2731702847,0.11841910453403784,0.09952669527137613,750,1317,72,1,104,72
configuration,160,1011511770,0.11612558019242183,0.10701090781140042,811,1315,80,1,106,80
configuration,161,3880037554,0.1273333596274719,0.10416404579192351,828,1339,78,1,82,78
configuration,162,3574039874,0.09847391760762958,0.1085601542531725,807,1312,79,1,109,79
configuration,163,201688175,0.11991581310365362,0.10224719101123596,819,1331,86,1,90,86
configuration,164,60935324,0.10730432222798285,0.10398728308385216,785,1318,73,1,103,73
configuration,165,3523464570,0.09355880125224923,0.09543952412425645,722,1321,74,1,100,74
configuration,166,4083812735,0.11913514109032529,0.10128232079041413,803,1328,87,1,93,87
configuration,167,733887536,0.09647822477884802,0.09578665699124676,704,1307,71,1,114,71
configuration,168,2072066255,0.10413043513736363,0.0981597786464052,745,1311,84,1,110,84
configuration,169,2054084745,0.10726077952231561,0.09949077838161667,775,1326,81,1,95,81
configuration,170,2504095523,0.0990259702054679,0.10281058711957927,795,1323,76,1,98,76
configuration,171,1803706672,0.10265621734972147,0.11151499415812022,859,1319,78,1,102,78
configuration,172,3456057582,0.12173904875822271,0.10645339216767788,772,1309,72,1,112,72
configuration,173,2391496713,0.09576736611369148,0.10881104033970276,820,1316,77,1,105,77
configuration,174,1721574447,0.12051843623160592,0.10734832635983263,821,1320,73,1,101,73
configuration,175,2846962931,0.1135959305417478,0.09877306028775708,746,1310,86,1,111,86
configuration,176,3932170379,0.12122411107103215,0.10471372729363072,759,1300,76,1,121,76
configuration,177,3293127826,0.1072083804533745,0.10763105507631054,811,1317,70,1,104,70
configuration,178,1129728043,0.08871487500268997,0.10030514385353095,767,1324,75,1,97,75
configuration,179,2711065508,0.08719065286824226,0.09911496223529957,713,1309,71,1,112,71
configuration,180,2522601697,0.10874390595005239,0.0988463555322496,754,1317,80,2,104,80
configuration,181,775881706,0.11345978153445718,0.10628083744499267,797,1307,74,1,114,74
configuration,182,1282295059,0.11141948251523055,0.0986639260020555,736,1314,73,1,107,73
configuration,183,1561367454,0.12835647109812934,0.10914914586070959,886,1340,80,1,81,80
configuration,184,1814281597,0.11452420291084718,0.10946351216261246,876,1333,86,1,88,86
configuration,185,4277153135,0.11972954753425427,0.10378406081831383,810,1327,79,1,94,79
configuration,186,632291815,0.10618115533608748,0.10790039963110974,819,1323,73,2,98,73
configuration,187,3815517067,0.1256945590848313,0.10372681425762886,809,1323,80,1,98,80
configuration,188,1373573622,0.10547819903414812,0.1045462586237396,788,1318,71,1,103,71
configuration,189,2303490992,0.10620570497337523,0.10444591904445918,787,1315,76,1,106,76
configuration,190,2197045250,0.1216711904917482,0.10843066468464642,851,1325,77,1,96,77
configuration,191,3229588324,0.12530100585300588,0.10223342016483751,798,1326,79,1,95,79
configuration,192,3582039904,0.10742100153794161,0.10939820071621975,835,1315,79,1,106,79
configuration,193,1057871737,0.10927504940522934,0.09671679728871002,761,1325,81,1,96,81
configuration,194,3104719290,0.1104688865021871,0.09849793965173469,741,1323,73,1,98,73
configuration,195,1176137511,0.1336805154471475,0.11040394856474867,850,1326,76,1,95,76
configuration,196,2509201406,0.10392449610751148,0.10430009149130832,798,1324,76,1,97,76
configuration,197,3781818074,0.11902420303539142,0.10652492037531204,825,1323,79,1,98,79
configuration,198,1165858963,0.10869422484564713,0.10013157894736842,761,1324,75,1,97,75
configuration,199,2381015805,0.12822695260418324,0.09993746091307067,799,1332,86,1,89,86
configuration,200,3376194285,0.10284540567945233,0.09807564698075646,739,1308,74,1,113,74
long_swapped,1,1291187234,0.15693429428769115,0.11652317880794702,1173,1421,106,1,0,106
long_swapped,2,2438692380,0.16895317360445197,0.12427152317880795,1251,1421,106,1,0,106
long_swapped,3,1792304358,0.16450110342982635,0.11403973509933775,1148,1421,106,1,0,106
long_swapped,4,1892524543,0.1458418739813354,0.12178807947019868,1226,1421,106,1,0,106
long_swapped,5,3062180262,0.15709258458668013,0.11860927152317881,1194,1421,106,1,0,106
long_swapped,6,3166072704,0.1638690621729348,0.10599337748344372,1067,1421,106,1,0,106
long_swapped,7,763399273,0.1524455752275588,0.11552980132450331,1163,1421,106,1,0,106
long_swapped,8,1255158692,0.13934177549296498,0.10947019867549669,1102,1421,106,1,0,106
long_swapped,9,2483847782,0.1572837723531422,0.12109271523178808,1219,1421,106,1,0,106
long_swapped,10,842032273,0.13756789205651862,0.11900662251655629,1198,1421,106,1,0,106
long_swapped,11,3584019153,0.13877817503612844,0.12178807947019868,1226,1421,106,1,0,106
long_swapped,12,2817999419,0.16088738885885925,0.11632450331125828,1171,1421,106,1,0,106
long_swapped,13,2844489858,0.14521474878510238,0.12347682119205299,1243,1421,106,1,0,106
long_swapped,14,2793198846,0.16951705537121928,0.11344370860927153,1142,1421,106,1,0,106
long_swapped,15,3837064366,0.16364595087421083,0.12059602649006622,1214,1421,106,1,0,106
long_swapped,16,4238697668,0.1476326001364921,0.11423841059602649,1150,1421,106,1,0,106
long_swapped,17,3963174542,0.15538985762882,0.11870860927152319,1195,1421,106,1,0,106
long_swapped,18,4016986243,0.16554497924683226,0.12397350993377483,1248,1421,106,1,0,106
long_swapped,19,3917142914,0.15197259599725027,0.12228476821192052,1231,1421,106,1,0,106
long_swapped,20,3234920270,0.15358776110080438,0.11443708609271523,1152,1421,106,1,0,106
long_swapped,21,4057266385,0.13521266101750487,0.11394039735099337,1147,1421,106,1,0,106
long_swapped,22,3453218683,0.152248829242179,0.12089403973509934,1217,1421,106,1,0,106
long_swapped,23,3745833338,0.15611391473701877,0.11572847682119206,1165,1421,106,1,0,106
long_swapped,24,3200378172,0.15451769637063237,0.1152317880794702,1160,1421,106,1,0,106
long_swapped,25,1730211482,0.154373748924692,0.12099337748344371,1218,1421,106,1,0,106
long_swapped,26,2074188726,0.14909172905113147,0.12079470198675497,1216,1421,106,1,0,106
long_swapped,27,2949416532,0.14408387494806146,0.1176158940397351,1184,1421,106,1,0,106
long_swapped,28,4002708266,0.15984146371996913,0.1159271523178808,1167,1421,106,1,0,106
long_swapped,29,2400443967,0.1514177111928742,0.11493377483443709,1157,1421,106,1,0,106
long_swapped,30,1583538781,0.15253745706162128,0.11831125827814569,1191,1421,106,1,0,106
