node,character,degree,betweenness_real,betweenness_null_mean,betweenness_null_sd,betweenness_z,harmonic_real,harmonic_null_mean,harmonic_null_sd,harmonic_z,betweenness_surprise_rank
87,Gargoyle_(comics),8,0.0014947637397598793,0.0018849796278419268,0.0016149114454510815,-0.24163299429279317,111.61666666666642,116.80158333333311,5.203298195294707,-0.9964673313083162,152
187,Raza_Longknife,5,0.00047890647627815924,0.0007267868391418973,0.0010234491991862884,-0.2422009446690855,102.28333333333312,109.38266666666645,6.6043464530162685,-1.0749486544714806,153
89,Gauntlet_(Joseph_Green),6,0.0007509924895580034,0.0010480500896141588,0.0011964181725655182,-0.248289107327052,112.61666666666646,112.01583333333312,5.682486477625593,0.10573423019994535,154
184,Rachel_Summers,24,0.014339778980282795,0.015462870926245167,0.004520979714191029,-0.24841782466686763,134.3333333333332,137.63774999999993,2.343445113800621,-1.4100678728112355,155
207,Scorpio_(Marvel_Comics),2,0.0,0.0003078880355411411,0.0012369063176134135,-0.2489178292299493,113.99999999999982,96.72533333333317,8.018186328869264,2.1544356738717427,156
137,Kid_Colt,4,0.0002962914640904575,0.0006081364949435753,0.0012217500709084447,-0.2552445367334763,95.56666666666659,106.22174999999979,6.556255978478274,-1.6251780541073797,157
166,Nightwatch_(character),4,0.00022381812518694147,0.0004977777404608891,0.0010695742850815612,-0.25613893218558137,114.4166666666665,105.49483333333312,6.377156939055905,1.3990299154617007,158
144,Lei_Kung_(character),4,0.000307713562385289,0.0006248118969137733,0.0012360106366916793,-0.25654984278875903,101.19999999999982,105.51808333333312,6.721685195208412,-0.6424108252513036,159
11,Battlestar_(character),3,0.00010795569861868617,0.0004545966215494986,0.0013325394012499733,-0.260135589691119,95.96666666666651,101.03799999999981,6.594181351314606,-0.7690618536480327,160
76,Fabio_Medina,3,5.814168344167752e-05,0.0003025330825341748,0.0009260593167684954,-0.2639046923530844,113.9999999999998,102.18216666666646,7.020208627501446,1.683402012731837,161
31,Box_(comics),3,5.910031996988519e-05,0.0004471986850754673,0.0014592683181301595,-0.2659540814282009,81.41666666666669,101.24021428571409,7.00133252358603,-2.8313963880826973,162
80,Firelord_(character),2,3.337373660477858e-05,8.568123343108659e-05,0.00019384130333847588,-0.26984701364172786,97.56666666666644,96.27096428571411,7.466898319325328,0.17352618524332522,163
34,Bug_(Marvel_Comics),4,0.00015500143870737342,0.0005126687174594901,0.0013000491842510887,-0.2751182671278363,96.31666666666649,107.25499999999978,6.6097564640219115,-1.654876907019585,164
26,Blue_Bullet,3,0.0001106207375659936,0.0005052436138273114,0.00142176694450694,-0.2775580609648866,90.38333333333321,101.77066666666647,8.204607664883973,-1.3879193007694288,165
201,Rusty_Collins,4,0.0001839701837903502,0.0004502721790331862,0.0009309309642616581,-0.2860598749704775,96.71666666666651,106.10058333333312,6.725089148687089,-1.3953594456808933,166
186,Ravage_2099,4,0.000222520392281602,0.0005835183092470193,0.0012590990178037592,-0.28671130058945193,113.41666666666649,106.44833333333312,7.121982546961074,0.9784260614773237,167
81,Flatman_(character),3,8.834206344087766e-05,0.00024904969239849,0.0005590380852804727,-0.2874717003886853,97.81666666666648,100.55841666666647,6.956668548279365,-0.39411824510140414,168
73,Emrys_Killebrew,2,0.0,8.709484681547782e-05,0.00030145672400446925,-0.2889132664169289,105.58333333333314,96.49408333333317,7.774280941559199,1.1691434961414002,169
179,Power_Man_(Victor_Alvarez),4,0.0002274858070999224,0.000620455924637861,0.001358010408989494,-0.2893719480621291,109.03333333333309,105.75958333333313,6.688130530918489,0.48948655904154076,170
92,Ghost_Rider_(Danny_Ketch),10,0.0022856761590607944,0.0028899207192401594,0.0020781030957770425,-0.290767364433104,125.08333333333316,120.37191666666646,4.556349708036129,1.0340331556107445,171
129,Jeffrey_Mace,8,0.001507491701118767,0.002090417849635617,0.0019697286702845943,-0.29594235861562923,97.68333333333321,116.32708333333312,5.58293404344894,-3.3394179216350652,172
86,G._W._Bridge,3,2.9722105634684106e-05,0.00029739499834883587,0.0008996775561574194,-0.29752091833589794,92.04999999999991,101.42741666666647,6.990452310075601,-1.3414606452790672,173
141,Korvus,4,5.483890564402161e-05,0.0006611557947736523,0.002035116633112545,-0.29792734198350024,100.69999999999982,106.44866666666645,7.023688752008593,-0.8184683105473127,174
37,Captain_Marvel_(Khn'nr),3,1.1617475385591327e-05,0.0003315106165535862,0.0010701457630231473,-0.2989248308233274,94.01666666666651,101.71483333333313,6.920531157905245,-1.112366448617617,175
208,Sentry_(Robert_Reynolds),12,0.003383995630888037,0.00423127038521243,0.002826907345182517,-0.29971790754595445,126.83333333333317,124.0484999999998,4.125574318342837,0.6750171293610293,176
176,Phil_Urich,5,0.0005476293991195087,0.000922292065007451,0.001222752201036443,-0.3064093162705956,94.34999999999995,109.51121428571408,6.29931627952687,-2.406803153381728,177
138,Killpower,3,5.8625539760485414e-05,0.0002980424035843966,0.00077241937801382,-0.30995709149547973,103.06666666666645,102.51088095238075,7.456486833288687,0.07453720856911579,178
225,Spider-Man_(Marvel_Mangaverse),3,0.0,0.00046363384567668945,0.0014931694898661539,-0.3105031604404461,111.41666666666649,102.04791666666647,6.652251781304177,1.4083576972132092,179
256,Ulysses_Bloodstone,3,3.194147663457126e-05,0.0003571506146228381,0.0010424590840249894,-0.3119634554217872,98.5999999999998,101.8334999999998,7.107170550032343,-0.4549630513630057,180
270,Will_o'_the_Wisp_(comics),3,3.3438853876092887e-05,0.00030283465849433933,0.0008630029729718867,-0.31216092302734433,112.4166666666665,101.73083333333314,7.205893725487901,1.4829296323836416,181
192,Ricochet_(comics),6,0.0006386751333614714,0.0010812724361745534,0.0013855573508788379,-0.3194362922129129,117.9166666666665,111.52024999999978,6.1749509471871615,1.0358651787477673,182
118,Inferno_(Dante_Pertuz),3,0.0,0.0003689795804000988,0.0011537953609081838,-0.3197963806247799,90.31666666666653,103.2342499999998,7.253555164739362,-1.7808623550734972,183
122,Iron_Man_2020,6,0.0007570557766431165,0.00119665330856954,0.0013695854228172697,-0.3209712403496241,116.49999999999983,112.37349999999978,6.030897596839337,0.6842265075372296,184
245,Thena,3,0.0,0.00028897360633441333,0.0008940373233322818,-0.32322320197700755,80.21666666666668,101.40191666666648,7.434599680592362,-2.8495481814982986,185
48,Crippler_(character),4,0.0001838065776141926,0.0005011285482419824,0.0009813859808830078,-0.3233406394722263,100.69999999999975,105.76516666666645,6.511064583036073,-0.7779321802249486,186
41,Caretaker_(comics),3,0.0,0.00034909708340510057,0.001045140191311527,-0.33401938448757307,94.31666666666649,101.60333333333314,7.335012180296073,-0.9934089388754807,187
71,Emma_Frost,27,0.017229596614624424,0.018909916502363535,0.004998109686799622,-0.33619107883465627,136.41666666666654,140.12258333333327,1.9776627390100319,-1.8738870857838037,188
36,Cammi_(character),4,0.0001531157699078138,0.0005521747288097584,0.0011837383769040238,-0.3371175309409605,93.51666666666654,105.66258333333312,6.968578576321841,-1.742954683461063,189
221,Speed_(character),7,0.0009875636278603485,0.0016807766563238168,0.0020424449403136217,-0.3394035328839876,110.24999999999973,114.99774999999978,5.358713604492695,-0.8859868898422906,190
147,Machine_Man,14,0.004624848295052044,0.005511431303159914,0.0025766420901051725,-0.34408465634886876,129.66666666666654,127.03516666666648,3.3447320973291155,0.786759573988423,191
235,Starr_the_Slayer,3,0.0,0.00047381320549455297,0.0013458093231356063,-0.3520656287256309,84.91666666666661,101.79108333333313,6.955516888058476,-2.4260478319932237,192
72,Empath_(character),5,0.0003788604912910164,0.0008764845254579018,0.001406125209594492,-0.3538973846506838,97.79999999999986,108.70199999999979,6.138871343621264,-1.7758964783205475,193
266,White_Tiger_(Heroes_for_Hire),3,0.0,0.0003387258426872405,0.0009468991907672164,-0.3577211238429626,94.11666666666652,102.28791666666646,7.133808226631074,-1.1454260810510741,194
172,Oya_(comics),3,0.0,0.0003147375970569131,0.0008732884821089191,-0.36040507060948285,104.61666666666648,102.39066666666646,7.4186505053850125,0.30005457170198485,195
